agency_type,product_name,gender,duration,destination,net_sales_SGD,age,claim,age_group
Travel Agency,2 way Comprehensive Plan,Not Specified,3,THAILAND,52.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,21,CHINA,23.0,36,0,Adult Travelers
Airlines,Silver Plan,F,80,SINGAPORE,47.5,43,0,Adult Travelers
Airlines,Basic Plan,F,63,CHINA,63.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,1,CANADA,19.0,45,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,"KOREA, REPUBLIC OF",30.0,36,0,Adult Travelers
Airlines,Basic Plan,F,7,THAILAND,22.0,61,0,Senior Citizen Travelers
Travel Agency,Premier Plan,F,16,INDONESIA,38.0,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,20,UNITED STATES,80.0,37,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,4,INDONESIA,12.0,30,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,17,MALAYSIA,39.6,30,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,28,SINGAPORE,10.0,20,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,33,"KOREA, REPUBLIC OF",42.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,21,CANADA,20.0,35,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,8,AUSTRALIA,39.6,31,0,Adult Travelers
Airlines,Bronze Plan,F,189,SINGAPORE,69.5,27,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,23,THAILAND,20.0,36,0,Adult Travelers
Airlines,Gold Plan,M,22,SINGAPORE,119.0,49,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,24,MALAYSIA,22.0,36,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,63,SINGAPORE,1.09,48,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,204,CHINA,22.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,24,PHILIPPINES,28.0,36,0,Adult Travelers
Airlines,Basic Plan,F,3,INDONESIA,18.0,39,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,PHILIPPINES,66.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,96,PHILIPPINES,20.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,42,UNITED KINGDOM,39.6,54,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,105,UNITED STATES,89.0,26,0,Young Adult Travelers
Airlines,Basic Plan,F,16,CHINA,26.0,34,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,172,AUSTRALIA,69.3,43,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,77,MALAYSIA,39.6,37,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,281,NEW ZEALAND,69.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,23,AUSTRALIA,77.0,36,0,Adult Travelers
Airlines,Silver Plan,F,11,SINGAPORE,47.5,39,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,27,CHINA,58.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,165,SINGAPORE,12.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,8,SINGAPORE,20.0,49,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,40,SWEDEN,29.7,36,0,Adult Travelers
Airlines,Basic Plan,M,13,THAILAND,18.0,58,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,167,"KOREA, REPUBLIC OF",42.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,14,"KOREA, REPUBLIC OF",42.0,36,0,Adult Travelers
Airlines,Basic Plan,F,31,MYANMAR,37.0,33,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,15,UNITED KINGDOM,59.4,44,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,40,AUSTRALIA,36.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,41,INDONESIA,13.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,142,CHINA,23.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,4,CAMBODIA,12.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,78,SWEDEN,95.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,17,MALAYSIA,14.0,22,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,24,MALAYSIA,11.0,29,0,Young Adult Travelers
Airlines,Bronze Plan,F,116,SINGAPORE,56.5,57,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,27,UNITED KINGDOM,70.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,102,UNITED STATES,112.0,30,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,193,SINGAPORE,192.0,56,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,14,HONG KONG,34.0,36,0,Adult Travelers
Airlines,Value Plan,F,31,BRUNEI DARUSSALAM,23.0,41,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,67,SINGAPORE,10.55,48,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,7,INDONESIA,20.0,61,0,Senior Citizen Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,24,INDIA,20.0,36,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,45,SINGAPORE,1.35,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,16,THAILAND,18.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,5,AUSTRALIA,39.6,36,0,Adult Travelers
Airlines,Bronze Plan,M,16,SINGAPORE,48.3,46,1,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,8,AUSTRIA,9.9,41,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,6,MALAYSIA,29.7,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,94,SWEDEN,158.4,54,0,Adult Travelers
Airlines,Silver Plan,F,85,SINGAPORE,29.0,56,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,37,MALAYSIA,19.8,31,0,Adult Travelers
Airlines,Gold Plan,F,2,SINGAPORE,27.95,43,0,Adult Travelers
Airlines,Value Plan,F,78,BRUNEI DARUSSALAM,23.0,25,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,22,INDIA,14.0,29,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,49,THAILAND,25.0,34,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,35,AUSTRALIA,49.5,31,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,6,THAILAND,29.7,36,0,Adult Travelers
Airlines,Basic Plan,F,55,PHILIPPINES,37.0,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,36,SINGAPORE,33.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,34,INDONESIA,23.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,4,THAILAND,39.6,57,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,78,MALAYSIA,10.0,30,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,14,PHILIPPINES,13.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,4,CHINA,38.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,23,MALAYSIA,79.2,40,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,59,VIET NAM,20.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,18,SINGAPORE,33.5,31,1,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,3,SINGAPORE,20.0,30,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,20,AUSTRALIA,17.0,74,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,94,THAILAND,20.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,36,UNITED STATES,20.0,25,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,47,NEW ZEALAND,118.8,59,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,39,CHINA,142.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,211,INDIA,23.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,20,HONG KONG,20.0,54,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,63,CHINA,36.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,33,JAPAN,45.0,36,0,Adult Travelers
Airlines,Annual Silver Plan,F,364,SINGAPORE,216.0,47,0,Adult Travelers
Airlines,Bronze Plan,M,63,SINGAPORE,40.5,23,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,24,UNITED STATES,80.0,48,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,25,MALAYSIA,33.0,47,0,Adult Travelers
Airlines,Basic Plan,F,34,CHINA,35.0,24,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,71,ISRAEL,80.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,6,HONG KONG,20.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,42,THAILAND,19.8,40,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,67,JAPAN,20.0,36,0,Adult Travelers
Airlines,Annual Silver Plan,M,364,SINGAPORE,252.85,52,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,72,"KOREA, REPUBLIC OF",29.7,42,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,14,VIET NAM,44.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,268,ITALY,112.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,SINGAPORE,10.0,31,0,Adult Travelers
Airlines,Bronze Plan,F,6,SINGAPORE,16.0,29,0,Young Adult Travelers
Airlines,Value Plan,M,14,NETHERLANDS,67.0,46,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,7,INDONESIA,41.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,5,SINGAPORE,16.0,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,9,MALAYSIA,18.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,29,MALAYSIA,29.7,31,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,159,SINGAPORE,54.0,35,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,7,MALAYSIA,20.0,33,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,15,SINGAPORE,30.0,48,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,80,"KOREA, REPUBLIC OF",55.0,35,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,77,THAILAND,69.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,80,CHINA,35.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,65,VIET NAM,38.0,36,0,Adult Travelers
Airlines,Basic Plan,F,47,"KOREA, REPUBLIC OF",35.0,56,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,75,THAILAND,20.0,58,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,67,"KOREA, REPUBLIC OF",26.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,19,MALAYSIA,14.0,30,0,Young Adult Travelers
Airlines,Bronze Plan,M,8,SINGAPORE,17.0,33,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,32,THAILAND,29.7,31,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,112,MALAYSIA,20.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,24,UNITED STATES,138.6,31,0,Adult Travelers
Airlines,Basic Plan,M,100,HONG KONG,26.0,39,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,13,JAPAN,68.0,45,0,Adult Travelers
Airlines,Bronze Plan,M,72,SINGAPORE,53.5,29,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,84,THAILAND,20.0,25,0,Young Adult Travelers
Airlines,Bronze Plan,F,5,SINGAPORE,16.0,51,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,SINGAPORE,17.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,50,SINGAPORE,10.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,1,UNITED ARAB EMIRATES,9.9,31,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,37,HONG KONG,28.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,49,VIET NAM,20.0,49,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,160,INDONESIA,20.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,49,UNITED STATES,101.0,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,24,MALAYSIA,11.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,59,SPAIN,83.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,41,"KOREA, REPUBLIC OF",112.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,23,JAPAN,63.0,36,0,Adult Travelers
Airlines,Annual Silver Plan,F,364,SINGAPORE,216.0,52,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,26,AUSTRIA,138.6,30,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,8,JAPAN,13.0,27,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,62,VIET NAM,10.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,24,INDIA,40.0,36,0,Adult Travelers
Airlines,Silver Plan,M,10,SINGAPORE,67.0,37,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,118,AUSTRALIA,28.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,35,THAILAND,10.0,21,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,46,SINGAPORE,20.0,36,0,Adult Travelers
Airlines,Basic Plan,M,8,CHINA,35.0,62,0,Senior Citizen Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,23,MALAYSIA,39.6,29,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,138,SINGAPORE,34.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,179,SINGAPORE,41.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,6,THAILAND,15.0,23,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,13,FINLAND,29.7,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,11,AUSTRALIA,33.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,3,CHINA,26.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,12,MALAYSIA,39.6,31,0,Adult Travelers
Airlines,Value Plan,M,11,CHINA,45.0,45,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,11,"KOREA, REPUBLIC OF",54.0,36,0,Adult Travelers
Airlines,Silver Plan,M,19,SINGAPORE,62.0,29,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,31,THAILAND,40.0,30,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,6,INDONESIA,11.0,42,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,14,MALAYSIA,19.8,56,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,11,MALAYSIA,39.6,28,0,Young Adult Travelers
Airlines,Basic Plan,F,4,"TAIWAN, PROVINCE OF CHINA",26.0,62,0,Senior Citizen Travelers
Airlines,Basic Plan,M,44,INDONESIA,30.0,40,0,Adult Travelers
Airlines,Silver Plan,M,22,SINGAPORE,72.0,29,0,Young Adult Travelers
Airlines,Value Plan,F,38,GERMANY,167.0,66,0,Senior Citizen Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,29,THAILAND,29.7,33,0,Adult Travelers
Airlines,Basic Plan,M,54,THAILAND,18.0,56,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,36,AUSTRALIA,22.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,8,"TAIWAN, PROVINCE OF CHINA",42.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,58,THAILAND,39.6,31,0,Adult Travelers
Airlines,Silver Plan,M,90,SINGAPORE,236.0,69,0,Senior Citizen Travelers
Airlines,Silver Plan,F,104,SINGAPORE,228.5,53,1,Adult Travelers
Airlines,Value Plan,M,15,NETHERLANDS,87.0,40,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,19,AUSTRALIA,49.5,31,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,9,AUSTRALIA,19.8,52,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,243,CANADA,112.0,28,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,72,PHILIPPINES,11.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,1,VIET NAM,11.0,34,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,6,THAILAND,9.9,34,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,8,UNITED STATES,59.4,43,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,3,SINGAPORE,20.0,52,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,61,INDIA,11.0,29,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,7,THAILAND,39.6,41,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,51,AUSTRALIA,15.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,24,AUSTRALIA,89.1,59,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,31,INDONESIA,18.0,57,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,87,"TAIWAN, PROVINCE OF CHINA",24.0,36,0,Adult Travelers
Airlines,Basic Plan,M,3,INDIA,22.0,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,26,NEW ZEALAND,10.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,24,UNITED KINGDOM,11.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,12,MALAYSIA,21.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,55,"TAIWAN, PROVINCE OF CHINA",12.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,8,SINGAPORE,14.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,11,THAILAND,28.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,22,SINGAPORE,29.0,36,1,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,31,SINGAPORE,10.0,59,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,47,UNITED KINGDOM,61.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,6,UNITED KINGDOM,10.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,18,NEW ZEALAND,17.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,31,SINGAPORE,39.0,43,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,71,"TAIWAN, PROVINCE OF CHINA",20.0,33,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,10,CHINA,27.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,VIET NAM,15.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,5,DENMARK,29.7,39,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,27,HONG KONG,30.0,20,0,Young Adult Travelers
Airlines,Basic Plan,M,38,PHILIPPINES,30.0,44,0,Adult Travelers
Airlines,Silver Plan,M,26,SINGAPORE,76.3,70,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,61,UNITED STATES,81.0,64,0,Senior Citizen Travelers
Airlines,Basic Plan,M,82,INDONESIA,30.0,28,0,Young Adult Travelers
Airlines,Basic Plan,M,18,CHINA,26.0,52,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,22,UNITED STATES,16.0,55,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,76,INDIA,19.0,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,13,JAPAN,13.0,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,14,CAMBODIA,18.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,12,INDONESIA,20.0,30,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,14,NEW ZEALAND,68.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,14,SINGAPORE,26.5,30,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,1,INDONESIA,38.0,36,0,Adult Travelers
Airlines,Bronze Plan,M,7,SINGAPORE,17.0,47,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,23,CHINA,27.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,11,"TAIWAN, PROVINCE OF CHINA",10.0,39,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,66,NEW ZEALAND,73.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,11,JAPAN,44.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,150,AUSTRALIA,99.0,42,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,3,SINGAPORE,10.0,52,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,31,JAPAN,35.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,22,SPAIN,29.7,35,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,10,MALAYSIA,19.8,29,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,47,THAILAND,27.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,THAILAND,14.0,25,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,46,THAILAND,27.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,33,PHILIPPINES,20.0,36,0,Adult Travelers
Airlines,Basic Plan,F,67,HONG KONG,26.0,53,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,10,INDONESIA,10.0,61,0,Senior Citizen Travelers
